Book_name,Book_url,Author,ISBN-10,Year,Pages,Language,Category,Book_description
"Laptops For Dummies, 3rd Edition",http://www.allitebooks.com/laptops-for-dummies-3rd-edition/, Veljko Krunic, 1617296937, 2020, 259, English, Programming,"Book Description:        The big challenge for a successful AI project isn’t deciding which problems you can solve. It’s deciding which problems you should solve. In Managing Successful AI Projects, author and AI consultant Veljko Krunic reveals secrets for succeeding in AI that he developed with Fortune 500 companies, early-stage startups, and other business across multiple industries."
"Laptops For Dummies, 3rd Edition",http://www.allitebooks.com/laptops-for-dummies-3rd-edition/, Shing Lyu, 1484255984, 2020, 257, English, Game Programming,"Book Description:        Go beyond the basics and build complete applications using the Rust programming language. The applications in this book include a high-performance web client, a microcontroller (for a robot, for example), a game, an app that runs on Android, and an application that incorporates AI and machine learning. Each chapter will be organized in the following format: what this kind of application looks like; requirements and user stories of our example program; an introduction to the Rust libraries used; the actual implementation of the example program, including common pitfalls and their solutions; and a brief comparison of libraries for building each application, if there is no clear winner. Practical Rust Projects will open your eyes to the world of practical applications of Rust. After reading the book, you will be able to apply your Rust knowledge to build your own projects. What You Will Learn Write Rust code that runs on microcontrollers Build a 2D game Create Rust-based mobile Android applications Use Rust to build AI and machine learning applications  Who This Book Is For Someone with basic Rust knowledge, wishing to learn more about how to apply Rust in a real-world scenario."
Pro T-SQL 2019,http://www.allitebooks.com/pro-t-sql-2019/, Heartin Kanikathottu, 1788623797, 2019, 490, English, Cloud Computing,"Book Description:        Managing physical servers will be a thing of the past once you’re able to harness the power of serverless computing. If you’re already prepped with the basics of serverless computing, Serverless Programming Cookbook will help you take the next step ahead. This recipe-based guide provides solutions to problems you might face while building serverless applications. You’ll begin by setting up Amazon Web Services (AWS), the primary cloud provider used for most recipes. The next set of recipes will cover various components to build a Serverless application including REST APIs, database, user management, authentication, web hosting, domain registration, DNS management, CDN, messaging, notifications and monitoring. The book also introduces you to the latest technology trends such as Data Streams, Machine Learning and NLP. You will also see patterns and practices for using various services in a real world application. Finally, to broaden your understanding of Serverless computing, you’ll also cover getting started guides for other cloud providers such as Azure, Google Cloud Platform and IBM cloud. By the end of this book, you’ll have acquired the skills you need to build serverless applications efficiently using various cloud offerings. What you will learn  Serverless computing in AWS and explore services with other clouds Develop full-stack apps with API Gateway, Cognito, Lambda and DynamoDB Web hosting with S3, CloudFront, Route 53 and AWS Certificate Manager SQS and SNS for effective communication between microservices Monitoring and troubleshooting with CloudWatch logs and metrics Explore Kinesis Streams, Amazon ML models and Alexa Skills Kit"
Pro T-SQL 2019,http://www.allitebooks.com/pro-t-sql-2019/, Vijay Nair, 1484245423, 2019, 396, English, Java,"Book Description:        See how Domain-Driven Design (DDD) combines with Jakarta EE MicroProfile or Spring Boot to offer a complete suite for building enterprise-grade applications. In this book you will see how these all come together in one of the most efficient ways to develop complex software, with a particular focus on the DDD process.   Practical Domain-Driven Design in Enterprise Java starts by building out the Cargo Tracker reference application as a monolithic application using the Jakarta EE platform. By doing so, you will map concepts of DDD (bounded contexts, language, and aggregates) to the corresponding available tools (CDI, JAX-RS, and JPA) within the Jakarta EE platform.  Once you have completed the monolithic application, you will walk through the complete conversion of the monolith to a microservices-based architecture, again mapping the concepts of DDD and the corresponding available tools within the MicroProfile platform (config, discovery, and fault tolerance). To finish this section, you will examine the same microservices architecture on the Spring Boot platform.   The final set of chapters looks at what the application would be like if you used the CQRS and event sourcing patterns. Here you’ll use the Axon framework as the base framework.    What You Will Learn    Discover the DDD architectural principles and use the DDD design patterns Use the new Eclipse Jakarta EE platform Work with the Spring Boot framework Implement microservices design patterns, including context mapping, logic design, entities, integration, testing, and security Carry out event sourcing Apply CQRS    Who This Book Is For   Junior developers intending to start working on enterprise Java; senior developers transitioning from monolithic- to microservices-based architectures; and architects transitioning to a DDD philosophy of building applications."
Pro T-SQL 2019,http://www.allitebooks.com/pro-t-sql-2019/, Kim Berg Hansen, 1484256166, 2020, 460, English, SQL,"Book Description:        Write powerful queries using as much of the feature-rich Oracle SQL language as possible, progressing beyond the simple queries of basic SQL as standardized in SQL-92.  Both standard SQL and Oracle’s own extensions to the language have progressed far over the decades in terms of how much you can work with your data in a single, albeit sometimes complex, SQL statement. If you already know the basics of SQL, this book provides many examples of how to write even more advanced SQL to huge benefit in your applications, such as:     Pivoting rows to columns and columns to rows Recursion in SQL with MODEL and WITH clauses Answering Top-N questions Forecasting with linear regressions Row pattern matching to group or distribute rows Using MATCH_RECOGNIZE as a row processing engine   The process of starting from simpler statements in SQL, and gradually working those statements stepwise into more complex statements that deliver powerful results, is covered in each example. By trying out the recipes and examples for yourself, you will put together the building blocks into powerful SQL statements that will make your application run circles around your competitors.   What You Will Learn    Take full advantage of advanced and modern features in Oracle SQL Recognize when modern SQL constructs can help create better applications Improve SQL query building skills through stepwise refinement Apply set-based thinking to process more data in fewer queries Make cross-row calculations with analytic functions Search for patterns across multiple rows using row pattern matching Break complex calculations into smaller steps with subquery factoring    Who This Book Is For   Oracle Database developers who already know some SQL, but rarely use features of the language beyond the SQL-92 standard. And it is for developers who would like to apply the more modern features of Oracle SQL, but don’t know where to start. The book also is for those who want to write increasingly complex queries in a stepwise and understandable manner. Experienced developers will use the book to develop more efficient queries using the advanced features of the Oracle SQL language."
Pro T-SQL 2019,http://www.allitebooks.com/pro-t-sql-2019/," Govind Kulkarni, Matthew Heusser", 1439861552, 2011, 340, English, Programming,"Book Description:        Plenty of software testing books tell you how to test well; this one tells you how to do it while decreasing your testing budget. A series of essays written by some of the leading minds in software testing, How to Reduce the Cost of Software Testing provides tips, tactics, and techniques to help readers accelerate the testing process, improve the performance of the test teams, and lower costs. The distinguished team of contributors―that includes corporate test leaders, best paper authors, and keynote speakers from leading software testing conferences―supply concrete suggestions on how to find cost savings without sacrificing outcome. Detailing strategies that testers can immediately put to use to reduce costs, the book explains how to make testing nimble, how to remove bottlenecks in the testing process, and how to locate and track defects efficiently and effectively. Written in language accessible to non-technical executives, as well as those doing the testing, the book considers the latest advances in test automation, ideology, and technology. Rather than present the perspective of one or two experts in software testing, it supplies the wide-ranging perspectives of a team of experts to help ensure your team can deliver a completed test cycle in less time, with more confidence, and reduced costs."
Pro T-SQL 2019,http://www.allitebooks.com/pro-t-sql-2019/, Graham Thompson, 1260460088, 2020, 368, English, Cloud Computing,"Book Description:        This effective study guide provides 100% coverage of every topic on the challenging CCSK exam from the Cloud Security Alliance This highly effective self-study guide covers all domains of the challenging Certificate of Cloud Security Knowledge v4 exam. Written by a cloud security trainer and consultant in collaboration with the Cloud Security Alliance, CCSK Certificate of Cloud Security Knowledge All-in-One Exam Guide offers clear explanations, real-world examples, and practice questions that match the content and format of those on the actual exam. To aid in retention, each chapter includes exam tips that highlight key information, a review that serves as a quick recap of salient points, and practice questions that allow you to test your comprehension. Sample cloud policies and a glossary of key terms are also provided. COVERS ALL EXAM TOPICS, INCLUDING: •  Cloud Computing Concepts and Architectures •  Governance and Enterprise Risk Management •  Legal Issues, Contracts, and Electronic Discovery •  Compliance and Audit Management •  Information Governance •  Management Plane and Business Continuity •  Infrastructure Security •  Virtualization and Containers •  Incident Response •  Application Security •  Data Security and Encryption •  Identity, Entitlement, and Access Management •  Security as a Service •  Related Technologies •  ENISA Cloud Computing: Benefits, Risks, and Recommendations for Information Security Online content includes: •  120 practice exam questions •  Test engine that provides full-length practice exams and customizable quizzes by exam topic"
Pro T-SQL 2019,http://www.allitebooks.com/pro-t-sql-2019/, Walter Savitch, 0321531345, 2008, 1072, English, C & C++,Book Description:        Walter Savitch’s Problem Solving with C++” is one of the most widely used textbooks for the introductory programming in C++ course.”
Pro T-SQL 2019,http://www.allitebooks.com/pro-t-sql-2019/, Venkatesh Upadrista, 1484208048, 2015, 200, English, Other,"Book Description:        Managing Your Outsourced IT Services Provider teaches executives and managers of organizations that are outsourcing some or all of their IT services and/or IT-enabled business processes how to unleash the full potential of their outsourced workforce safely and profitably. Drawing on two decades of experience managing client relationships for global IT services companies, Venkatesh Upadrista expertly guides outsourcing organizations around the hazards of geographic distance, linguistic miscommunication, organizational mismatch, and functional disparity between receiver requirements and provider capabilities. The first half of the book describes what an outsourcing organization needs to know about the IT services providers industry in general to deal intelligently with specific providers: namely, the industry’s organizational types, strategic drivers, competitive labor market constraints, and tactics for hitting P&L targets. The second half of the book teaches outsourcers how to evaluate prospective providers, craft service level agreements, formalize best practices, and manage the full gamut of receiver─provider relationships to optimize outcome in terms of cost, timeliness, and quality of services received. The descriptions and prescriptions in Managing Your Outsourced IT Services Provider apply equally to onshore and offshore outsourcing, but examples and case studies focus on offshoring. In addition, Upadrista analyzes the advantages, disadvantages, and special considerations and caveats of single provider outsourcing and captive centers."
Pro T-SQL 2019,http://www.allitebooks.com/pro-t-sql-2019/, Dan Clark, 1484256190, 2020, 411, English, C & C++ .NET,"Book Description:        Analyze company data quickly and easily using Microsoft’s powerful data tools. Learn to build scalable and robust data models, clean and combine different data sources effectively, and create compelling and professional visuals. Beginning Power BI is a hands-on, activity-based guide that takes you through the process of analyzing your data using the tools that that encompass the core of Microsoft’s self-service BI offering. Starting with Power Query, you will learn how to get data from a variety of sources, and see just how easy it is to clean and shape the data prior to importing it into a data model. Using Power BI tabular and the Data Analysis Expressions (DAX), you will learn to create robust scalable data models which will serve as the foundation of your data analysis. From there you will enter the world of compelling interactive visualizations to analyze and gain insight into your data. You will wrap up your Power BI journey by learning how to package and share your reports and dashboards with your colleagues. Author Dan Clark takes you through each topic using step-by-step activities and plenty of screen shots to help familiarize you with the tools. This third edition covers the new and evolving features in the Power BI platform and new chapters on data flows and composite models. This book is your hands-on guide to quick, reliable, and valuable data insight. What You Will Learn  Simplify data discovery, association, and cleansing Build solid analytical data models Create robust interactive data presentations Combine analytical and geographic data in map-based visualizations Publish and share dashboards and reports   Who This Book Is For Business analysts, database administrators, developers, and other professionals looking to better understand and communicate with data"
Introducing Algorithms in C,http://www.allitebooks.com/introducing-algorithms-in-c/, Luciano Manelli, 1484256220, 2020, 146, English, C & C++,"Book Description:        Study elementary and complex algorithms with clear examples and implementations in C. This book introduces data types (simple and structured) and algorithms with graphical and textual explanations. In the next sections, you’ll cover simple and complex standard algorithms with their flowcharts: everything is integrated with explanations and tables to give a step-by-step evolution of the algorithms. The main algorithms are: the sum of three or n numbers in a loop, decimal-to-binary conversion, maximum and minimum search, linear/sequential search, binary search, bubble sort, selection sort, merging of two sorted arrays, reading characters from a file, stack management, and factorial and Fibonacci sequences. The last section of Introducing Algorithms in C is devoted to the introduction of the C language and the implementation of the code, which is connected to the studied algorithms. The book is full of screenshots and illustrations showing the meaning of the code. What You Will Learn  Implement algorithms in C Work with variables, constants, and primitive and structured types Use arrays, stacks, queues, graphs, trees, hash tables, records, and files Explore the design of algorithms Solve searching problems, including binary search, sorting, and bubble/selection sort Program recursive algorithms with factorial functions and Fibonacci sequences  Who This Book Is For Primarily beginners: it can serve as a starting point for anyone who is beginning the study of computer science and information systems for the first time."
Introducing Algorithms in C,http://www.allitebooks.com/introducing-algorithms-in-c/," Randy Betancourt, Sarah Chen", 1484250001, 2019, 452, English, Python,"Book Description:        Business users familiar with Base SAS programming can now learn Python by example. You will learn via examples that map SAS programming constructs and coding patterns into their Python equivalents. Your primary focus will be on pandas and data management issues related to analysis of data. It is estimated that there are three million or more SAS users worldwide today. As the data science landscape shifts from using SAS to open source software such as Python, many users will feel the need to update their skills. Most users are not formally trained in computer science and have likely acquired their skills programming SAS as part of their job. As a result, the current documentation and plethora of books and websites for learning Python are technical and not geared for most SAS users. Python for SAS Users provides the most comprehensive set of examples currently available. It contains over 200 Python scripts and approximately 75 SAS programs that are analogs to the Python scripts. The first chapters are more Python-centric, while the remaining chapters illustrate SAS and corresponding Python examples to solve common data analysis tasks such as reading multiple input sources, missing value detection, imputation, merging/combining data, and producing output. This book is an indispensable guide for integrating SAS and Python workflows. What You’ll Learn  Understand the inner workings of an assembly’s structural organization Work with reflection through the .NET Core platform Carry out dynamic code generation using the .NET Core API’s  code document model (CodeDOM) Use the metadata mechanism of the .NET Core platform  Who This Book Is For SAS users, SAS programmers, data scientists, data scientist leaders, and Python users who need to work with SAS"
Introducing Algorithms in C,http://www.allitebooks.com/introducing-algorithms-in-c/, Manohar Swamynathan, 1484249461, 2019, 457, English, Python,"Book Description:        Explore fundamental to advanced Python 3 topics in six steps, all designed to make you a worthy practitioner. This updated version’s approach is based on the “six degrees of separation” theory, which states that everyone and everything is a maximum of six steps away and presents each topic in two parts: theoretical concepts and practical implementation using suitable Python 3 packages. You’ll start with the fundamentals of Python 3 programming language, machine learning history, evolution, and the system development frameworks. Key data mining/analysis concepts, such as exploratory analysis, feature dimension reduction, regressions, time series forecasting and their efficient implementation in Scikit-learn are covered as well. You’ll also learn commonly used model diagnostic and tuning techniques. These include optimal probability cutoff point for class creation, variance, bias, bagging, boosting, ensemble voting, grid search, random search, Bayesian optimization, and the noise reduction technique for IoT data. Finally, you’ll review advanced text mining techniques, recommender systems, neural networks, deep learning, reinforcement learning techniques and their implementation. All the code presented in the book will be available in the form of iPython notebooks to enable you to try out these examples and extend them to your advantage. What You’ll Learn  Understand machine learning development and frameworks Assess model diagnosis and tuning in machine learning Examine text mining, natuarl language processing (NLP), and recommender systems Review reinforcement learning and CNN  Who This Book Is For Python developers, data engineers, and machine learning engineers looking to expand their knowledge or career into machine learning area."
Introducing Algorithms in C,http://www.allitebooks.com/introducing-algorithms-in-c/," Eric Nielsen, Shanqing Cai, Stan Bileschi", 1617296171, 2020, 350, English, JavaScript,"Book Description:        Deep learning has transformed the fields of computer vision, image processing, and natural language applications. Thanks to TensorFlow.js, now JavaScript developers can build deep learning apps without relying on Python or R. Deep Learning with JavaScript shows developers how they can bring DL technology to the web. Written by the main authors of the TensorFlow library, this new book provides fascinating use cases and in-depth instruction for deep learning apps in JavaScript in your browser or on Node."
Introducing Algorithms in C,http://www.allitebooks.com/introducing-algorithms-in-c/, Stewart Watkiss, 1484256492, 2020, 348, English, Game Programming,"Book Description:        Make fun games while learning to code. Focused on making games rather than teaching programming theory, in this book you’re more likely to see code on how gravity affects a missiles trajectory instead of the most efficient way to search through data. Even then the code is kept simple as games should be about playability rather than complex physics. There are links to the official documentation when you need to lookup information that isn’t included in the book.  Start with a simple text based game to grasp the basics of programming in Python. Then moves on to creating simple graphical games in Pygame Zero. Not only will you learn object oriented programming to make it easier to make more complex games, you’ll also work to create your own graphics and sounds. 3D graphics are a little complex. So we focus on 2D games, including spins on some classic boardgames and arcade games. All the games are designed to run on a Raspberry Pi. They will work on any Raspberry Pi, but will also work on any other computer that supports Python 3 along with Pygame Zero.   The games you make will be playable and hopefully fun to play. And by the end of the book, you can step beyond the provided source code to develop your own unique games and programs.   What You’ll Learn    Code in Python Generate sounds and graphics for 2D games Grasp object oriented programming with Pygame Zero    Who This Book Is For  Beginning game developers interested in working with low-cost and easy-to-learn solutions like Pygame Zero and the Raspberry Pi."
Introducing Algorithms in C,http://www.allitebooks.com/introducing-algorithms-in-c/," Gabriel Sepulveda-Cervantes, Humberto Sossa-Azuela, Julio Alberto Mendoza-Mendoza, Mauricio Mendez-Martinez, Victor Javier Gonzalez-Villela", 1484255305, 2020, 433, English, Programming,"Book Description:        Learn how to program robotic vehicles with ardupilot libraries and pixhawk autopilot, both of which are open source technologies with a global scope. This book is focused on quadcopters but the knowledge is easily extendable to three-dimensional vehicles such as drones, submarines, and rovers.   Pixhawk and the ardupilot libraries have grown dramatically in popularity due to the fact that the hardware and software offer a real-time task scheduler, huge data processing capabilities, interconnectivity, low power consumption, and a global developer support. This book shows you how take your robotic programming skills to the next level. From hardware to software, Advanced Robotic Vehicles Programming links theory with practice in the development of unmanned vehicles. By the end of this book, you’ll learn the pixhawk software and ardupilot libraries to develop your own autonomous vehicles. What You’ll Learn   Model and implement elementary controls in any unmanned vehicle Select hardware and software components during the design process of an unmanned vehicle Use other compatible hardware and software development packages   Understand popular scientific and technical nomenclature in the field  Identify relevant complexities and processes for the operation of an unmanned vehicle  Who This Book Is For Undergraduate and graduate students, researchers, makers, hobbyists, and those who want to go beyond basic programming of an Arduino for any kind of robotic vehicle."
Introducing Algorithms in C,http://www.allitebooks.com/introducing-algorithms-in-c/, Michał Tomasz Jakóbczyk, 1484255054, 2020, 558, English, Oracle,"Book Description:         Use this fast-paced and comprehensive guide to build cloud-based solutions on Oracle Cloud Infrastructure. You will understand cloud infrastructure, and learn how to launch new applications and move existing applications to Oracle Cloud. Emerging trends in software architecture are covered such as autonomous platforms, infrastructure as code, containerized applications, cloud-based container orchestration with managed Kubernetes, and running serverless workloads using open-source tools. Practical examples are provided.   This book teaches you how to self-provision the cloud resources you require to run and scale your custom cloud-based applications using a convenient web console and programmable APIs, and you will learn how to manage your infrastructure as code with Terraform. You will be able to plan, design, implement, deploy, run, and monitor your production-grade and fault-tolerant cloud software solutions in Oracle’s data centers across the world, paying only for the resources you actually use.   Oracle Cloud Infrastructure is part of Oracle’s new generation cloud that delivers a complete and well-integrated set of Infrastructure as a Service (IaaS) capabilities (compute, storage, networking), edge services (DNS, web application firewall), and Platform as a Service (PaaS) capabilities (such as Oracle Autonomous Database which supports both transactional and analytical workloads, the certified and fully managed Oracle Kubernetes Engine, and a serverless platform based on an open-source Fn Project).   Oracle Autonomous Database which supports both transactional and analytical workloads), and Oracle’s certified and managed Container Engine for Kubernetes.     What You Will Learn    Build software solutions on Oracle Cloud Automate cloud infrastructure with CLI and Terraform Follow best practices for architecting on Oracle Cloud Employ Oracle Autonomous Database to obtain valuable data insights Run containerized applications on Oracle’s Container Engine for Kubernetes Understand the emerging Cloud Native ecosystem   Who This Book Is For   Cloud architects, developers, DevOps engineers, and technology students and others who want to learn how to build cloud-based systems on Oracle Cloud Infrastructure (OCI) leveraging a broad range of OCI Infrastructure as a Service (IAAS) capabilities, Oracle Autonomous Database, and Oracle’s Container Engine for Kubernetes. Readers should have a working knowledge of Linux, exposure to programming, and a basic understanding of networking concepts. All exercises in the book can be done at no cost with a 30-day Oracle Cloud trial."
Introducing Algorithms in C,http://www.allitebooks.com/introducing-algorithms-in-c/," Michael Paluszek, Stephanie Thomas", A Project-Based Approach, 2020, 252, English, Programming,"Book Description:        Harness the power of MATLAB for deep-learning challenges. This book provides an introduction to deep learning and using MATLAB’s deep-learning toolboxes. You’ll see how these toolboxes provide the complete set of functions needed to implement all aspects of deep learning.   Along the way, you’ll learn to model complex systems, including the stock market, natural language, and angles-only orbit determination. You’ll cover dynamics and control, and integrate deep-learning algorithms and approaches using MATLAB. You’ll also apply deep learning to aircraft navigation using images.   Finally, you’ll carry out classification of ballet pirouettes using an inertial measurement unit to experiment with MATLAB’s hardware capabilities.    What You Will Learn    Explore deep learning using MATLAB and compare it to algorithms Write a deep learning function in MATLAB and train it with examples Use MATLAB toolboxes related to deep learning Implement tokamak disruption prediction   Who This Book Is For   Engineers, data scientists, and students wanting a book rich in examples on deep learning using MATLAB."
Introducing Algorithms in C,http://www.allitebooks.com/introducing-algorithms-in-c/, Roger Villela, 1484251121, 2019, 200, English, C & C++ .NET,"Book Description:        Explore advanced .NET APIs and create a basic .NET core library with dynamic code generation and metadata inspection to be used by other libraries or client applications. This book starts with the benefits of .NET including its fundamental tasks and tools where you will learn .NET SDK tools and the ILDasm tool. This is followed by a detailed discussion on code generation in .NET API programming. Along the way, you will learn how to build a programming model through a code-generator tool and metadata inspector tool using .NET version information for .NET assembly and binary code. Exploring the .NET Core 3.0 Runtime covers the features of Microsoft Visual Studio 2019 using a tutorial and shows you how to create a .NET Core 3.0 application. Here you will configure and deploy your .NET projects along with meta packages and see some do’s and don’ts. Finally, you will compare the features of .NET Core 3.0 with the .NET Framework library and its GUI frameworks. After reading this book, you will be able to work in a .NET 3.0 environment and program for its two advanced features: code generation and metadata inspection. What You Will Learn  Understand the inner workings of an assembly’s structural organization Work with reflection through the .NET Core platform Carry out dynamic code generation using the .NET Core API’s  code document model (CodeDOM) Use the metadata mechanism of the .NET Core platform  Who This Book Is For Software developers and engineers using .NET and/or the .NET Core platform and tools"
Clean Ruby,http://www.allitebooks.com/clean-ruby/, Dan Aldred, 1593279469, 2019, 88, English, Programming,"Book Description:        Learn coding and electronics through 12 original and daring projects that hack wireless signals. The Raspberry Pi is an inexpensive, pocket-sized computer that will help you build and code your own hardware projects. Raspberry Pi Projects for Kids will show you how to harness the power of the Raspberry Pi to create 12 cool projects using simple code and common materials like a webcam, microphone, and LED lights. Step-by-step instructions and detailed diagrams guide you through each project. After a brief introduction to the Python programming language, you’ll learn how to: •  Create an LED night-light that turns itself on and off •  Set up a Raspberry Pi camera to take selfies and videos •  Set up a webcam to stream video to your cell phone •  Manipulate environments in Minecraft •  Hijack local radio waves to play your own songs and recordings •  Configure Raspberry Pi to send texts to a cell phone •  Track your family members’ locations via wi-fi and Bluetooth •  Create an MP3 player •  Set up a camera to take motion-triggered photos of wildlife •  Control the electronics in your home with your cell phone •  Teach Raspberry Pi to read aloud posts from your Twitter feed •  Play “Rock, Paper, Scissors” against Raspberry Pi Raspberry Pi Projects for Kids will deliver hours of fun and endless inspiration!"
Clean Ruby,http://www.allitebooks.com/clean-ruby/, Carleton DiLeo, 1484255453, 2019, 113, English, Ruby,"Book Description:         Learn how to make better decisions and write cleaner Ruby code. This book shows you how to avoid messy code that is hard to test and which cripples productivity. Author Carleton DiLeo shares hard-learned lessons gained from years of experience across numerous codebases both large and small. Each chapter covers the topics you need to know to make better decisions and optimize your productivity. Many books will tell you how to do something; this book will tell you why you should do it. Start writing code you love. What You Will Learn  Build better classes to help promote code reuse Improve your decision making and make better, smarter choices Identify bad code and fixed it Create quality names for all of your variables, classes, and modules Write better, concise classes Improve the quality of your methods Properly use modules Clarify your Boolean logic See when and how you refactor Improve your understanding of TDD and write better tests   Who This Book Is For   This book is written for Ruby developers. There is no need to learn a new language or translate concepts to Ruby."
Clean Ruby,http://www.allitebooks.com/clean-ruby/, Robert Stackowiak, 1484254694, 2019, 205, English, Hardware & DIY,"Book Description:        Design, build, and justify an optimal Microsoft IoT footprint to meet your project needs. This book describes common Internet of Things components and architecture and then focuses on Microsoft’s Azure components relevant in deploying these solutions. Microsoft-specific topics addressed include: deploying edge devices and pushing intelligence to the edge; connecting IoT devices to Azure and landing data there, applying Azure Machine Learning, analytics, and Cognitive Services; roles for Microsoft solution accelerators and managed solutions; and integration of the Azure footprint with legacy infrastructure.  The book concludes with a discussion of best practices in defining and developing solutions and creating a plan for success.   What You Will Learn    Design the right IoT architecture to deliver solutions for a variety of project needs Connect IoT devices to Azure for data collection and delivery of services Use Azure Machine Learning and Cognitive Services to deliver intelligence in cloud-based solutions and at the edge Understand the benefits and tradeoffs of Microsoft’s solution accelerators and managed solutions Investigate new use cases that are described and apply best practices in deployment strategies Integrate cutting-edge Azure deployments with existing legacy data sources   Who This Book Is For  Developers and architects new to IoT projects or new to Microsoft Azure IoT components as well as readers interested in best practices used in architecting IoT solutions that utilize the Azure platform"
Clean Ruby,http://www.allitebooks.com/clean-ruby/," Bradley Edgeworth, David Hucaby, Jason Gooley, Ramiro Garza Rios", 1587145235, 2020, 1024, English, Cisco,"Book Description:        Trust the best-selling Official Cert Guide series from Cisco Press to help you learn, prepare, and practice for exam success. They are built with the objective of providing assessment, review, and practice to help ensure you are fully prepared for your certification exam. CCNP and CCIE Enterprise Core ENCOR 350-401 Official Cert Guide presents you with an organized test preparation routine using proven series elements and techniques. “Do I Know This Already?” quizzes open each chapter and enable you to decide how much time you need to spend on each section. Exam topic lists make referencing easy. Chapter-ending Exam Preparation Tasks help you drill on key concepts you must know thoroughly. ·         Master Cisco CCNP/CCIE ENCOR 350-401 exam topics ·         Assess your knowledge with chapter-opening quizzes ·         Review key concepts with exam preparation tasks ·         Practice with realistic exam questions in the practice test software CCNP and CCIE Enterprise Core ENCOR 350-401 Official Cert Guide from Cisco Press enables you to succeed on the exam the first time and is the only self-study resource approved by Cisco. Expert authors Brad Edgeworth, Ramiro Garza Rios, Dave Hucaby, and Jason Gooley share preparation hints and test-taking tips, helping you identify areas of weakness and improve both your conceptual knowledge and hands-on skills."
Clean Ruby,http://www.allitebooks.com/clean-ruby/," Benjamin Weissman, Enrico Van De Laar", 1484251091, 2019, 246, English, SQL,"Book Description:        Get a head-start on learning one of SQL Server 2019’s latest and most impactful features―Big Data Clusters―that combines large volumes of non-relational data for analysis along with data stored relationally inside a SQL Server database. This book provides a first look at Big Data Clusters based upon SQL Server 2019 Release Candidate 1. Start now and get a jump on your competition in learning this important new feature.  Big Data Clusters is a feature set covering data virtualization, distributed computing, and relational databases and provides a complete AI platform across the entire cluster environment. This book shows you how to deploy, manage, and use Big Data Clusters. For example, you will learn how to combine data stored on the HDFS file system together with data stored inside the SQL Server instances that make up the Big Data Cluster.  Filled with clear examples and use cases, this book provides everything necessary to get started working with Big Data Clusters in SQL Server 2019 using Release Candidate 1. You will learn about the architectural foundations that are made up from Kubernetes, Spark, HDFS, and SQL Server on Linux. You then are shown how to configure and deploy Big Data Clusters in on-premises environments or in the cloud. Next, you are taught about querying. You will learn to write queries in Transact-SQL―taking advantage of skills you have honed for years―and with those queries you will be able to examine and analyze data from a wide variety of sources such as Apache Spark.  Through the theoretical foundation provided in this book and easy-to-follow example scripts and notebooks, you will be ready to use and unveil the full potential of SQL Server 2019: combining different types of data spread across widely disparate sources into a single view that is useful for business intelligence and machine learning analysis.    What You Will Learn     Install, manage, and troubleshoot Big Data Clusters in cloud or on-premise environments Analyze large volumes of data directly from SQL Server and/or Apache Spark Manage data stored in HDFS from SQL Server as if it were relational data Implement advanced analytics solutions through machine learning and AI Expose different data sources as a single logical source using data virtualization     Who This Book Is For   For data engineers, data scientists, data architects, and database administrators who want to employ data virtualization and big data analytics in their environment"
Introducing Algorithms in C,http://www.allitebooks.com/introducing-algorithms-in-c/, Dr. Charles R Severance, 1492339245, 2013, 244, English, Programming,"Book Description:        This book is designed to introduce students to programming and computational thinking through the lens of exploring data. You can think of Python as your tool to solve problems that are far beyond the capability of a spreadsheet. It is an easy-to-use and easy-to learn programming language that is freely available on Windows, Macintosh, and Linux computers. There are free downloadable copies of this book in various electronic formats and a self-paced free online course where you can explore the course materials. All the supporting materials for the book are available under open and remixable licenses at the www.py4inf.com web site. This book is designed to teach people to program even if they have no prior experience. This book covers Python 2. An updated version of this book that covers Python 3 is available and is titled, “Python for Everybody: Exploring Data in Python 3″."
Clean Ruby,http://www.allitebooks.com/clean-ruby/, Mark Cunningham, 1484253043, 2019, 177, English, Game Programming,"Book Description:        Program in Python on a Raspberry Pi or PC by developing six computer games. Each game project is split into several chapters of the book. Rather than taking you through programming techniques as standalone concepts, this book explains concepts as they are used within a game. You’ll learn about variables; integer, real, Boolean and string data types; conditional if statements; fixed loops and conditional loops; modularity; arrays and lists; and predefined functions. You’ll also discover the PyGame library, which is popularly used in the development of 2D games. Key programming concepts are revisited in subsequent projects in the book to consolidate prior learning. Beyond teaching you how to code, this book explains the programming logic behind each project―exemplifying the process of designing and writing a computer game. All the projects in this book are supported by Code Angel (mycodeangel.com). Code Angel Code Angel largely serves students and new developers and the projects work by encouraging you to ‘Learn…then play’. Taking this approach, you’ll be able to build fun 2D games and enjoy playing them by yourself or with friends. Developing games in this way keeps you engaged, gives a purpose as you work through each project, and offers a sense of achievement when each game is finished. What You’ll Learn   Integrate the fundamentals of the Python 3 programming language Program fun, classic computer games you can then play Develop computational thinking skills and abilities that can be applied to other ventures   Who This Book Is For   Students, hobbyists, new developers or anyone wishing to learn how to design and write computer games."
